# English lemma observations — DERIVED DATA, see ATTRIBUTION.md
# reference: Stanford CoreNLP 4.5.10 lemma annotator (Morpha)
# generated: 2026-08-21T14:35:12.274882Z  tokens=272154  rawObservations=272154  aggregated=181750
# format: word, prevLemma, nextLemma, lemma, count ; '-' = sentence edge ; lemmas/words as CoreNLP emitted them
# word	prevLemma	nextLemma	lemma	count
Adamic	adamhood	adamical	adamic	1
Adamical	adamic	adamically	adamical	1
Adamically	adamical	adamine	adamically	1
adamine	adamically	adamite	adamine	1
Adamite	adamine	adamite	adamite	1
adamite	adamite	adamitic	adamite	1
Adamitic	adamite	adamitical	adamitic	1
Adamitical	adamitic	adamitism	adamitical	1
Adamitism	adamitical	adamsia	adamitism	1
Adamsia	adamitism	adamsite	adamsia	1
adamsite	adamsia	adance	adamsite	1
adance	adamsite	adangle	adance	1
adangle	adance	adansonia	adangle	1
Adansonia	adangle	adapa	adansonia	1
Adapa	adansonia	adapid	adapa	1
adapid	adapa	adapis	adapid	1
Adapis	adapid	adapt	adapis	1
adapt	adapis	adaptability	adapt	1
adaptability	adapt	adaptable	adaptability	1
adaptable	adaptability	adaptation	adaptable	1
adaptation	adaptable	adaptational	adaptation	1
adaptational	adaptation	adaptationally	adaptational	1
adaptationally	adaptational	adaptative	adaptationally	1
adaptative	adaptationally	adaptedness	adaptative	1
adaptedness	adaptative	adapter	adaptedness	1
adapter	adaptedness	adaption	adapter	1
adaption	adapter	adaptional	adaption	1
adaptional	adaption	adaptionism	adaptional	1
adaptionism	adaptional	adaptitude	adaptionism	1
adaptitude	adaptionism	adaptive	adaptitude	1
adaptive	adaptitude	adaptively	adaptive	1
adaptively	adaptive	adaptiveness	adaptively	1
adaptiveness	adaptively	adaptometer	adaptiveness	1
adaptometer	adaptiveness	adaptor	adaptometer	1
adaptor	adaptometer	adaptorial	adaptor	1
adaptorial	adaptor	adar	adaptorial	1
Adar	adaptorial	adarme	adar	1
adarme	adar	adat	adarme	1
adat	adarme	adati	adat	1
adati	adat	adatom	adati	1
adatom	adati	adaunt	adatom	1
adaunt	adatom	adaw	adaunt	1
adaw	adaunt	adawe	adaw	1
adawe	adaw	adawlut	adawe	1
adawlut	adawe	adawn	adawlut	1
adawn	adawlut	adaxial	adawn	1
adaxial	adawn	aday	adaxial	1
aday	adaxial	adays	aday	1
adays	aday	adazzle	adays	1
adazzle	adays	adcraft	adazzle	1
adcraft	adazzle	add	adcraft	1
add	adcraft	adda	add	1
Adda	add	adda	adda	1
adda	adda	addability	adda	1
addability	adda	addable	addability	1
addable	addability	addax	addable	1
addax	addable	addebted	addax	1
addebted	addax	added	addebted	1
added	addebted	addedly	added	1
addedly	added	addend	addedly	1
addend	addedly	addenda	addend	1
addenda	addend	addendum	addenda	1
addendum	addenda	adder	addendum	1
adder	addendum	adderbolt	adder	1
adderbolt	adder	adderfish	adderbolt	1
adderfish	adderbolt	adderspit	adderfish	1
adderspit	adderfish	adderwort	adderspit	1
adderwort	adderspit	addibility	adderwort	1
addibility	adderwort	addible	addibility	1
addible	addibility	addicent	addible	1
addicent	addible	addict	addicent	1
addict	addicent	addicted	addict	1
addicted	addict	addictedness	addicted	1
addictedness	addicted	addiction	addictedness	1
addiction	addictedness	addie	addiction	1
Addie	addiction	addiment	addie	1
addiment	addie	addisonian	addiment	1
Addisonian	addiment	addisoniana	addisonian	1
Addisoniana	addisonian	additament	addisoniana	1
additament	addisoniana	additamentary	additament	1
additamentary	additament	addition	additamentary	1
addition	additamentary	additional	addition	1
additional	addition	additionally	additional	1
additionally	additional	additionary	additionally	1
additionary	additionally	additionist	additionary	1
additionist	additionary	addititious	additionist	1
addititious	additionist	additive	addititious	1
additive	addititious	additively	additive	1
additively	additive	additivity	additively	1
additivity	additively	additory	additivity	1
additory	additivity	addle	additory	1
addle	additory	addlebrain	addle	1
addlebrain	addle	addlebrained	addlebrain	1
addlebrained	addlebrain	addlehead	addlebrained	1
addlehead	addlebrained	addleheaded	addlehead	1
addleheaded	addlehead	addleheadedly	addleheaded	1
addleheadedly	addleheaded	addleheadedness	addleheadedly	1
addleheadedness	addleheadedly	addlement	addleheadedness	1
addlement	addleheadedness	addleness	addlement	1
addleness	addlement	addlepate	addleness	1
addlepate	addleness	addlepated	addlepate	1
addlepated	addlepate	addlepatedness	addlepated	1
addlepatedness	addlepated	addleplot	addlepatedness	1
addleplot	addlepatedness	addlings	addleplot	1
addlings	addleplot	addlins	addlings	1
addlins	addlings	addorsed	addlins	1
addorsed	addlins	address	addorsed	1
address	addorsed	addressee	address	1
addressee	address	addresser	addressee	1
addresser	addressee	addressful	addresser	1
addressful	addresser	addressograph	addressful	1
Addressograph	addressful	addressor	addressograph	1
addressor	addressograph	addrest	addressor	1
addrest	addressor	addu	addrest	1
Addu	addrest	adduce	addu	1
adduce	addu	adducent	adduce	1
adducent	adduce	adducer	adducent	1
adducer	adducent	adducible	adducer	1
adducible	adducer	adduct	adducible	1
adduct	adducible	adduction	adduct	1
adduction	adduct	adductive	adduction	1
adductive	adduction	adductor	adductive	1
adductor	adductive	addy	adductor	1
Addy	adductor	ade	addy	1
Ade	addy	ade	ade	1
ade	ade	adead	ade	1
adead	ade	adeem	adead	1
adeem	adead	adeep	adeem	1
adeep	adeem	adela	adeep	1
Adela	adeep	adelaide	adela	1
Adelaide	adela	adelarthra	adelaide	1
Adelarthra	adelaide	adelarthrosomata	adelarthra	1
Adelarthrosomata	adelarthra	adelarthrosomatous	adelarthrosomata	1
adelarthrosomatous	adelarthrosomata	adelbert	adelarthrosomatous	1
Adelbert	adelarthrosomatous	adelea	adelbert	1
Adelea	adelbert	adeleidae	adelea	1
Adeleidae	adelea	adelges	adeleidae	1
Adelges	adeleidae	adelia	adelges	1
Adelia	adelges	adelina	adelia	1
Adelina	adelia	adeline	adelina	1
Adeline	adelina	adeling	adeline	1
adeling	adeline	adelite	adeling	1
adelite	adeling	adeliza	adelite	1
Adeliza	adelite	adelocerous	adeliza	1
adelocerous	adeliza	adelochorda	adelocerous	1
Adelochorda	adelocerous	adelocodonic	adelochorda	1
adelocodonic	adelochorda	adelomorphic	adelocodonic	1
adelomorphic	adelocodonic	adelomorphous	adelomorphic	1
adelomorphous	adelomorphic	adelopod	adelomorphous	1
adelopod	adelomorphous	adelops	adelopod	1
Adelops	adelopod	adelphi	adelops	1
Adelphi	adelops	adelphian	adelphi	1
Adelphian	adelphi	adelphogamy	adelphian	1
adelphogamy	adelphian	adelphoi	adelphogamy	1
Adelphoi	adelphogamy	adelpholite	adelphoi	1
adelpholite	adelphoi	adelphophagy	adelpholite	1
adelphophagy	adelpholite	ademonist	adelphophagy	1
ademonist	adelphophagy	adempted	ademonist	1
adempted	ademonist	ademption	adempted	1
ademption	adempted	adenalgia	ademption	1
adenalgia	ademption	adenalgy	adenalgia	1
adenalgy	adenalgia	adenanthera	adenalgy	1
Adenanthera	adenalgy	adenase	adenanthera	1
adenase	adenanthera	adenasthenia	adenase	1
adenasthenia	adenase	adendric	adenasthenia	1
adendric	adenasthenia	adendritic	adendric	1
adendritic	adendric	adenectomy	adendritic	1
adenectomy	adendritic	adenectopia	adenectomy	1
adenectopia	adenectomy	adenectopic	adenectopia	1
adenectopic	adenectopia	adenemphractic	adenectopic	1
adenemphractic	adenectopic	adenemphraxis	adenemphractic	1
adenemphraxis	adenemphractic	adenia	adenemphraxis	1
adenia	adenemphraxis	adeniform	adenia	1
adeniform	adenia	adenine	adeniform	1
adenine	adeniform	adenitis	adenine	1
adenitis	adenine	adenization	adenitis	1
adenization	adenitis	adenoacanthoma	adenization	1
adenoacanthoma	adenization	adenoblast	adenoacanthoma	1
adenoblast	adenoacanthoma	adenocancroid	adenoblast	1
adenocancroid	adenoblast	adenocarcinoma	adenocancroid	1
adenocarcinoma	adenocancroid	adenocarcinomatous	adenocarcinoma	1
adenocarcinomatous	adenocarcinoma	adenocele	adenocarcinomatous	1
adenocele	adenocarcinomatous	adenocellulitis	adenocele	1
adenocellulitis	adenocele	adenochondroma	adenocellulitis	1
adenochondroma	adenocellulitis	adenochondrosarcoma	adenochondroma	1
adenochondrosarcoma	adenochondroma	adenochrome	adenochondrosarcoma	1
adenochrome	adenochondrosarcoma	adenocyst	adenochrome	1
adenocyst	adenochrome	adenocystoma	adenocyst	1
adenocystoma	adenocyst	adenocystomatous	adenocystoma	1
adenocystomatous	adenocystoma	adenodermia	adenocystomatous	1
adenodermia	adenocystomatous	adenodiastasis	adenodermia	1
adenodiastasis	adenodermia	adenodynia	adenodiastasis	1
adenodynia	adenodiastasis	adenofibroma	adenodynia	1
adenofibroma	adenodynia	adenofibrosis	adenofibroma	1
adenofibrosis	adenofibroma	adenogenesis	adenofibrosis	1
adenogenesis	adenofibrosis	adenogenous	adenogenesis	1
adenogenous	adenogenesis	adenographer	adenogenous	1
adenographer	adenogenous	adenographic	adenographer	1
adenographic	adenographer	adenographical	adenographic	1
adenographical	adenographic	adenography	adenographical	1
adenography	adenographical	adenohypersthenia	adenography	1
adenohypersthenia	adenography	adenoid	adenohypersthenia	1
adenoid	adenohypersthenia	adenoidal	adenoid	1
adenoidal	adenoid	adenoidism	adenoidal	1
adenoidism	adenoidal	adenoliomyofibroma	adenoidism	1
adenoliomyofibroma	adenoidism	adenolipoma	adenoliomyofibroma	1
adenolipoma	adenoliomyofibroma	adenolipomatosis	adenolipoma	1
adenolipomatosis	adenolipoma	adenologaditis	adenolipomatosis	1
adenologaditis	adenolipomatosis	adenological	adenologaditis	1
adenological	adenologaditis	adenology	adenological	1
adenology	adenological	adenolymphocele	adenology	1
adenolymphocele	adenology	adenolymphoma	adenolymphocele	1
adenolymphoma	adenolymphocele	adenoma	adenolymphoma	1
adenoma	adenolymphoma	adenomalacia	adenoma	1
adenomalacia	adenoma	adenomatome	adenomalacia	1
adenomatome	adenomalacia	adenomatous	adenomatome	1
adenomatous	adenomatome	adenomeningeal	adenomatous	1
adenomeningeal	adenomatous	adenometritis	adenomeningeal	1
adenometritis	adenomeningeal	adenomycosis	adenometritis	1
adenomycosis	adenometritis	adenomyofibroma	adenomycosis	1
adenomyofibroma	adenomycosis	adenomyoma	adenomyofibroma	1
adenomyoma	adenomyofibroma	adenomyxoma	adenomyoma	1
adenomyxoma	adenomyoma	adenomyxosarcoma	adenomyxoma	1
adenomyxosarcoma	adenomyxoma	adenoncus	adenomyxosarcoma	1
adenoncus	adenomyxosarcoma	adenoneural	adenoncus	1
adenoneural	adenoncus	adenoneure	adenoneural	1
adenoneure	adenoneural	adenopathy	adenoneure	1
adenopathy	adenoneure	adenopharyngeal	adenopathy	1
adenopharyngeal	adenopathy	adenopharyngitis	adenopharyngeal	1
adenopharyngitis	adenopharyngeal	adenophlegmon	adenopharyngitis	1
adenophlegmon	adenopharyngitis	adenophora	adenophlegmon	1
Adenophora	adenophlegmon	adenophore	adenophora	1
adenophore	adenophora	adenophorous	adenophore	1
adenophorous	adenophore	adenophthalmia	adenophorous	1
adenophthalmia	adenophorous	adenophyllous	adenophthalmia	1
adenophyllous	adenophthalmia	adenophyma	adenophyllous	1
adenophyma	adenophyllous	adenopodous	adenophyma	1
adenopodous	adenophyma	adenosarcoma	adenopodous	1
adenosarcoma	adenopodous	adenosclerosis	adenosarcoma	1
adenosclerosis	adenosarcoma	adenose	adenosclerosis	1
adenose	adenosclerosis	adenosine	adenose	1
adenosine	adenose	adenosis	adenosine	1
adenosis	adenosine	adenostemonous	adenosis	1
adenostemonous	adenosis	adenostoma	adenostemonous	1
Adenostoma	adenostemonous	adenotome	adenostoma	1
adenotome	adenostoma	adenotomic	adenotome	1
adenotomic	adenotome	adenotomy	adenotomic	1
adenotomy	adenotomic	adenotyphoid	adenotomy	1
adenotyphoid	adenotomy	adenotyphus	adenotyphoid	1
adenotyphus	adenotyphoid	adenyl	adenotyphus	1
adenyl	adenotyphus	adenylic	adenyl	1
adenylic	adenyl	adeodatus	adenylic	1
Adeodatus	adenylic	adeona	adeodatus	1
Adeona	adeodatus	adephaga	adeona	1
Adephaga	adeona	adephagan	adephaga	1
adephagan	adephaga	adephagia	adephagan	1
adephagia	adephagan	adephagous	adephagia	1
adephagous	adephagia	adept	adephagous	1
adept	adephagous	adeptness	adept	1
adeptness	adept	adeptship	adeptness	1
adeptship	adeptness	adequacy	adeptship	1
adequacy	adeptship	adequate	adequacy	1
adequate	adequacy	adequately	adequate	1
adequately	adequate	adequateness	adequately	1
adequateness	adequately	adequation	adequateness	1
adequation	adequateness	adequative	adequation	1
adequative	adequation	adermia	adequative	1
adermia	adequative	adermin	adermia	1
adermin	adermia	adessenarian	adermin	1
Adessenarian	adermin	adet	adessenarian	1
adet	adessenarian	adevism	adet	1
adevism	adet	adfected	adevism	1
adfected	adevism	adfix	adfected	1
adfix	adfected	adfluxion	adfix	1
adfluxion	adfix	adglutinate	adfluxion	1
adglutinate	adfluxion	adhafera	adglutinate	1
Adhafera	adglutinate	adhaka	adhafera	1
adhaka	adhafera	adhamant	adhaka	1
adhamant	adhaka	adhara	adhamant	1
Adhara	adhamant	adharma	adhara	1
adharma	adhara	adhere	adharma	1
adhere	adharma	adherence	adhere	1
adherence	adhere	adherency	adherence	1
adherency	adherence	adherent	adherency	1
adherent	adherency	adherently	adherent	1
adherently	adherent	adherer	adherently	1
adherer	adherently	adherescence	adherer	1
adherescence	adherer	adherescent	adherescence	1
adherescent	adherescence	adhesion	adherescent	1
adhesion	adherescent	adhesional	adhesion	1
adhesional	adhesion	adhesive	adhesional	1
adhesive	adhesional	adhesively	adhesive	1
adhesively	adhesive	adhesivemeter	adhesively	1
adhesivemeter	adhesively	adhesiveness	adhesivemeter	1
adhesiveness	adhesivemeter	adhibit	adhesiveness	1
adhibit	adhesiveness	adhibition	adhibit	1
adhibition	adhibit	adiabatic	adhibition	1
adiabatic	adhibition	adiabatically	adiabatic	1
adiabatically	adiabatic	adiabolist	adiabatically	1
adiabolist	adiabatically	adiactinic	adiabolist	1
adiactinic	adiabolist	adiadochokinesis	adiactinic	1
adiadochokinesis	adiactinic	adiagnostic	adiadochokinesis	1
adiagnostic	adiadochokinesis	adiantiform	adiagnostic	1
adiantiform	adiagnostic	adiantum	adiantiform	1
Adiantum	adiantiform	adiaphon	adiantum	1
adiaphon	adiantum	adiaphonon	adiaphon	1
adiaphonon	adiaphon	adiaphoral	adiaphonon	1
adiaphoral	adiaphonon	adiaphoresis	adiaphoral	1
adiaphoresis	adiaphoral	adiaphoretic	adiaphoresis	1
adiaphoretic	adiaphoresis	adiaphorism	adiaphoretic	1
adiaphorism	adiaphoretic	adiaphorist	adiaphorism	1
adiaphorist	adiaphorism	adiaphoristic	adiaphorist	1
adiaphoristic	adiaphorist	adiaphorite	adiaphoristic	1
adiaphorite	adiaphoristic	adiaphoron	adiaphorite	1
adiaphoron	adiaphorite	adiaphorous	adiaphoron	1
adiaphorous	adiaphoron	adiate	adiaphorous	1
adiate	adiaphorous	adiathermal	adiate	1
adiathermal	adiate	adiathermancy	adiathermal	1
adiathermancy	adiathermal	adiathermanous	adiathermancy	1
adiathermanous	adiathermancy	adiathermic	adiathermanous	1
adiathermic	adiathermanous	adiathetic	adiathermic	1
adiathetic	adiathermic	adiation	adiathetic	1
adiation	adiathetic	adib	adiation	1
Adib	adiation	adicea	adib	1
Adicea	adib	adicity	adicea	1
adicity	adicea	adiel	adicity	1
Adiel	adicity	adieu	adiel	1
adieu	adiel	adieux	adieu	1
adieux	adieu	adigei	adieux	1
Adigei	adieux	adighe	adigei	1
Adighe	adigei	adigranth	adighe	1
Adigranth	adighe	adigranth	adigranth	1
adigranth	adigranth	adin	adigranth	1
Adin	adigranth	adinida	adin	1
Adinida	adin	adinidan	adinida	1
adinidan	adinida	adinole	adinidan	1
adinole	adinidan	adion	adinole	1
adion	adinole	adipate	adion	1
adipate	adion	adipescent	adipate	1
adipescent	adipate	adipic	adipescent	1
adipic	adipescent	adipinic	adipic	1
adipinic	adipic	adipocele	adipinic	1
adipocele	adipinic	adipocellulose	adipocele	1
adipocellulose	adipocele	adipocere	adipocellulose	1
adipocere	adipocellulose	adipoceriform	adipocere	1
adipoceriform	adipocere	adipocerous	adipoceriform	1
adipocerous	adipoceriform	adipocyte	adipocerous	1
adipocyte	adipocerous	adipofibroma	adipocyte	1
adipofibroma	adipocyte	adipogenic	adipofibroma	1
adipogenic	adipofibroma	adipogenous	adipogenic	1
adipogenous	adipogenic	adipoid	adipogenous	1
adipoid	adipogenous	adipolysis	adipoid	1
adipolysis	adipoid	adipolytic	adipolysis	1
adipolytic	adipolysis	adipoma	adipolytic	1
adipoma	adipolytic	adipomatous	adipoma	1
adipomatous	adipoma	adipometer	adipomatous	1
adipometer	adipomatous	adipopexia	adipometer	1
adipopexia	adipometer	adipopexis	adipopexia	1
adipopexis	adipopexia	adipose	adipopexis	1
adipose	adipopexis	adiposeness	adipose	1
adiposeness	adipose	adiposis	adiposeness	1
adiposis	adiposeness	adiposity	adiposis	1
adiposity	adiposis	adiposogenital	adiposity	1
adiposogenital	adiposity	adiposuria	adiposogenital	1
adiposuria	adiposogenital	adipous	adiposuria	1
adipous	adiposuria	adipsia	adipous	1
adipsia	adipous	adipsic	adipsia	1
adipsic	adipsia	adipsous	adipsic	1
adipsous	adipsic	adipsy	adipsous	1
adipsy	adipsous	adipyl	adipsy	1
adipyl	adipsy	adirondack	adipyl	1
Adirondack	adipyl	adit	adirondack	1
adit	adirondack	adital	adit	1
adital	adit	aditus	adital	1
aditus	adital	adjacency	aditus	1
adjacency	aditus	adjacent	adjacency	1
adjacent	adjacency	adjacently	adjacent	1
adjacently	adjacent	adjag	adjacently	1
adjag	adjacently	adject	adjag	1
adject	adjag	adjection	adject	1
adjection	adject	adjectional	adjection	1
adjectional	adjection	adjectival	adjectional	1
adjectival	adjectional	adjectivally	adjectival	1
adjectivally	adjectival	adjective	adjectivally	1
adjective	adjectivally	adjectively	adjective	1
adjectively	adjective	adjectivism	adjectively	1
adjectivism	adjectively	adjectivitis	adjectivism	1
adjectivitis	adjectivism	adjiger	adjectivitis	1
adjiger	adjectivitis	adjoin	adjiger	1
adjoin	adjiger	adjoined	adjoin	1
adjoined	adjoin	adjoinedly	adjoined	1
adjoinedly	adjoined	adjoining	adjoinedly	1
adjoining	adjoinedly	adjoint	adjoining	1
adjoint	adjoining	adjourn	adjoint	1
adjourn	adjoint	adjournal	adjourn	1
adjournal	adjourn	adjournment	adjournal	1
adjournment	adjournal	adjudge	adjournment	1
adjudge	adjournment	adjudgeable	adjudge	1
adjudgeable	adjudge	adjudger	adjudgeable	1
adjudger	adjudgeable	adjudgment	adjudger	1
adjudgment	adjudger	adjudicate	adjudgment	1
adjudicate	adjudgment	adjudication	adjudicate	1
adjudication	adjudicate	adjudicative	adjudication	1
adjudicative	adjudication	adjudicator	adjudicative	1
adjudicator	adjudicative	adjudicature	adjudicator	1
adjudicature	adjudicator	adjunct	adjudicature	1
adjunct	adjudicature	adjunction	adjunct	1
adjunction	adjunct	adjunctive	adjunction	1
adjunctive	adjunction	adjunctively	adjunctive	1
adjunctively	adjunctive	adjunctly	adjunctively	1
adjunctly	adjunctively	adjuration	adjunctly	1
adjuration	adjunctly	adjuratory	adjuration	1
adjuratory	adjuration	adjure	adjuratory	1
adjure	adjuratory	adjurer	adjure	1
adjurer	adjure	adjust	adjurer	1
adjust	adjurer	adjustable	adjust	1
adjustable	adjust	adjustably	adjustable	1
adjustably	adjustable	adjustage	adjustably	1
adjustage	adjustably	adjustation	adjustage	1
adjustation	adjustage	adjuster	adjustation	1
adjuster	adjustation	adjustive	adjuster	1
adjustive	adjuster	adjustment	adjustive	1
adjustment	adjustive	adjutage	adjustment	1
adjutage	adjustment	adjutancy	adjutage	1
adjutancy	adjutage	adjutant	adjutancy	1
adjutant	adjutancy	adjutantship	adjutant	1
adjutantship	adjutant	adjutorious	adjutantship	1
adjutorious	adjutantship	adjutory	adjutorious	1
adjutory	adjutorious	adjutrice	adjutory	1
adjutrice	adjutory	adjuvant	adjutrice	1
adjuvant	adjutrice	adlai	adjuvant	1
Adlai	adjuvant	adlay	adlai	1
adlay	adlai	adless	adlay	1
adless	adlay	adlet	adless	1
adlet	adless	adlumia	adlet	1
Adlumia	adlet	adlumidine	adlumia	1
